# FAKE_X_DATA REAL_DATA FAKE_Y_DATA
1.780000000000000027e+00 -8.260944000000000287e+00 -8.532363156043889063e+00
1.800000000000000044e+00 -8.258399999999999963e+00 -4.554772749824969935e+00
1.820000000000000062e+00 -8.255983999999999767e+00 -4.631504119906035832e+00
1.840000000000000080e+00 -8.253695999999999700e+00 -4.770654882862425339e+00
1.860000000000000098e+00 -8.251536000000001536e+00 -1.414639375487121598e+01
1.879999999999999893e+00 -8.249503999999999948e+00 -2.342909749045322343e+00
1.899999999999999911e+00 -8.247600000000000264e+00 -1.278039657533662066e+01
1.919999999999999929e+00 -8.245823999999998932e+00 -1.799878526592524253e+01
1.939999999999999947e+00 -8.244175999999999505e+00 3.416289329031226174e+00
1.959999999999999964e+00 -8.242656000000000205e+00 7.216235113860404837e+00
1.979999999999999982e+00 -8.241264000000001033e+00 -8.954117347409013661e+00
2.000000000000000000e+00 -8.240000000000000213e+00 -1.058662793614565345e+01
2.020000000000000018e+00 -8.238863999999999521e+00 -2.368648727489375005e+01
2.040000000000000036e+00 -8.237856000000000734e+00 -1.011163880610332022e+01
2.060000000000000053e+00 -8.236976000000000298e+00 -4.397860115233936718e+00
2.080000000000000071e+00 -8.236223999999999990e+00 -3.215834820278001160e+00
2.100000000000000089e+00 -8.235600000000001586e+00 -1.357139405999575033e+01
2.120000000000000107e+00 -8.235103999999999758e+00 3.793165865962926375e-01
2.140000000000000124e+00 -8.234735999999999834e+00 -5.473484868215274801e+00
2.160000000000000142e+00 -8.234496000000000038e+00 -6.176961778255938285e+00
2.180000000000000160e+00 -8.234384000000000370e+00 -7.441685899325815257e+00
2.200000000000000178e+00 -8.234400000000000830e+00 -5.491127401721621837e+00
2.220000000000000195e+00 -8.234543999999999642e+00 -2.209774606697415322e+00
2.240000000000000213e+00 -8.234816000000000358e+00 -9.272855508275693381e+00
2.259999999999999787e+00 -8.235215999999997649e+00 -8.645823936470193871e+00
2.279999999999999805e+00 -8.235744000000000398e+00 -8.261855491273982111e+00
2.299999999999999822e+00 -8.236399999999999721e+00 -1.481291837531919597e+01
2.319999999999999840e+00 -8.237183999999999173e+00 -1.208916196737667192e+01
2.339999999999999858e+00 -8.238096000000000529e+00 -8.662589033218097256e+00
2.359999999999999876e+00 -8.239136000000000237e+00 -1.137961622801413242e+01
2.379999999999999893e+00 -8.240304000000000073e+00 -8.338725865727264264e+00
2.399999999999999911e+00 -8.241600000000000037e+00 -1.105133611869216281e+01
2.419999999999999929e+00 -8.243024000000000129e+00 -1.017609496171958483e+01
2.439999999999999947e+00 -8.244576000000000349e+00 -3.485867791356702661e+00
2.459999999999999964e+00 -8.246256000000000697e+00 -4.216423273996445786e+00
2.479999999999999982e+00 -8.248063999999999396e+00 -1.277921624171593606e+01
2.500000000000000000e+00 -8.250000000000000000e+00 -1.143712360865603017e+01
2.520000000000000018e+00 -8.252064000000000732e+00 -1.391567748833579188e+01
2.540000000000000036e+00 -8.254255999999999815e+00 -1.160366666296422267e+01
2.560000000000000053e+00 -8.256575999999999027e+00 -1.377755534853747221e+01
2.580000000000000071e+00 -8.259024000000000143e+00 -7.356223731768542606e+00
2.600000000000000089e+00 -8.261599999999999611e+00 -2.112419588079010424e+00
2.620000000000000107e+00 -8.264304000000000983e+00 -6.073818076179504644e+00
2.640000000000000124e+00 -8.267136000000000706e+00 -9.710852507531026134e+00
2.660000000000000142e+00 -8.270096000000000558e+00 -6.082959660991152262e+00
2.680000000000000160e+00 -8.273184000000000538e+00 -1.801315994401215548e+01
2.700000000000000178e+00 -8.276400000000000645e+00 -6.197675177814732095e+00
2.720000000000000195e+00 -8.279744000000000881e+00 -1.456218569801205476e+01
2.740000000000000213e+00 -8.283215999999999468e+00 -6.003244206850256504e+00
2.759999999999999787e+00 -8.286815999999999960e+00 -1.292246459374464962e+01
2.779999999999999805e+00 -8.290544000000000580e+00 -8.022664723103323681e+00
2.799999999999999822e+00 -8.294399999999999551e+00 -3.834268651675496464e+00
2.819999999999999840e+00 -8.298384000000000427e+00 -4.691998584985005216e+00
2.839999999999999858e+00 -8.302495999999997878e+00 -2.097057529872343906e+01
2.859999999999999876e+00 -8.306736000000000786e+00 -1.054377254152078613e+01
2.879999999999999893e+00 -8.311104000000000269e+00 -5.018582841124435312e+00
2.899999999999999911e+00 -8.315599999999999881e+00 -9.084854433995610989e+00
2.919999999999999929e+00 -8.320223999999999620e+00 -6.547838151249342431e+00
2.939999999999999947e+00 -8.324975999999999487e+00 -5.820531704717005539e+00
2.959999999999999964e+00 -8.329855999999999483e+00 -9.924957636355287605e+00
2.979999999999999982e+00 -8.334863999999999606e+00 -9.971219708888243716e-01
3.000000000000000000e+00 -8.340000000000001634e+00 -1.767678832191760563e+01
3.020000000000000018e+00 -8.345264000000000237e+00 -6.548895644117543213e+00
3.040000000000000036e+00 -8.350656000000000745e+00 -5.219693917467461475e+00
3.060000000000000053e+00 -8.356175999999997828e+00 -1.846582839051879432e+01
3.080000000000000071e+00 -8.361824000000000368e+00 -4.233220211473555317e+00
3.100000000000000089e+00 -8.367599999999999483e+00 -3.798442339433140802e+00
3.120000000000000107e+00 -8.373504000000000502e+00 -7.415562086449642543e+00
3.140000000000000124e+00 -8.379535999999999873e+00 -9.338180142362665137e+00
3.160000000000000142e+00 -8.385696000000001149e+00 -7.527679815320764689e+00
3.180000000000000160e+00 -8.391984000000000776e+00 -1.114037531550617466e+01
3.200000000000000178e+00 -8.398400000000000531e+00 -6.976666409718077055e+00
3.220000000000000195e+00 -8.404944000000000415e+00 -7.215699337328457474e+00
3.240000000000000213e+00 -8.411616000000000426e+00 -6.788316334594875379e+00
3.259999999999999787e+00 -8.418416000000000565e+00 -9.970969899157660521e+00
3.279999999999999805e+00 -8.425343999999999056e+00 -4.773904826156776693e+00
3.299999999999999822e+00 -8.432400000000001228e+00 -1.073463409148540926e+01
3.319999999999999840e+00 -8.439583999999999975e+00 -2.671855275819429387e+00
3.339999999999999858e+00 -8.446896000000002402e+00 -1.444485302346580013e+01
3.359999999999999876e+00 -8.454335999999999629e+00 -5.057482980776203618e+00
3.379999999999999893e+00 -8.461904000000000536e+00 -7.615907437246868916e+00
3.399999999999999911e+00 -8.469599999999999795e+00 -7.759809956927925079e+00
3.419999999999999929e+00 -8.477423999999999182e+00 -2.102273459133660261e+00
3.439999999999999947e+00 -8.485376000000000474e+00 -7.083642223488579859e+00
3.459999999999999964e+00 -8.493456000000000117e+00 -1.179346423353594631e+01
3.479999999999999982e+00 -8.501664000000001664e+00 -1.705179027660723534e+01
3.500000000000000000e+00 -8.509999999999999787e+00 -2.198759875152848764e+01
3.520000000000000018e+00 -8.518463999999998038e+00 -1.573232036129848410e+01
3.540000000000000036e+00 -8.527055999999999969e+00 -3.709686772758924889e+00
3.560000000000000053e+00 -8.535776000000000252e+00 -5.145064224119670904e+00
3.580000000000000071e+00 -8.544624000000000663e+00 1.153031888718729192e+00
3.600000000000000089e+00 -8.553599999999999426e+00 -3.372722409234270913e+00
3.620000000000000107e+00 -8.562704000000000093e+00 -1.496396805882221948e+01
3.640000000000000124e+00 -8.571936000000000888e+00 -6.689666110454592918e+00
3.660000000000000142e+00 -8.581296000000000035e+00 -1.123567223115490599e+01
3.680000000000000160e+00 -8.590783999999999310e+00 -1.528281721410426464e+01
3.700000000000000178e+00 -8.600400000000000489e+00 -9.002479636107400651e+00
3.720000000000000195e+00 -8.610144000000001796e+00 -2.217918029809361258e+01
3.740000000000000213e+00 -8.620016000000001455e+00 -1.656552339760215631e+01
3.759999999999999787e+00 -8.630016000000001242e+00 -8.857184201478137453e+00
3.779999999999999805e+00 -8.640143999999999380e+00 -6.161756734793025103e+00
3.799999999999999822e+00 -8.650400000000001199e+00 -9.041251497086673083e+00
3.819999999999999840e+00 -8.660783999999999594e+00 -7.720047381831872890e+00
3.839999999999999858e+00 -8.671295999999999893e+00 -5.080605039766797226e+00
3.859999999999999876e+00 -8.681936000000000320e+00 -1.213552039985757780e+01
3.879999999999999893e+00 -8.692703999999999098e+00 -1.278828893829759394e+01
3.899999999999999911e+00 -8.703599999999999781e+00 -1.002699357982545614e+01
3.919999999999999929e+00 -8.714624000000000592e+00 -1.263818747347310456e+01
3.939999999999999947e+00 -8.725775999999999755e+00 -1.030907310017794565e+01
3.959999999999999964e+00 -8.737056000000000822e+00 -4.334530196355866671e+00
3.979999999999999982e+00 -8.748464000000002017e+00 -1.340384771795910623e+01
4.000000000000000000e+00 -8.759999999999999787e+00 -7.342508097492242314e+00
4.019999999999999574e+00 -8.771663999999999461e+00 -1.334506439702840730e+01
4.040000000000000036e+00 -8.783456000000001040e+00 -1.266938249689532547e+01
4.059999999999999609e+00 -8.795375999999999195e+00 -5.268457116484558611e+00
4.080000000000000071e+00 -8.807424000000001030e+00 -1.145612618584330988e+01
4.099999999999999645e+00 -8.819600000000001216e+00 -1.680665641304513613e+01
4.120000000000000107e+00 -8.831903999999999755e+00 -8.550917470344320037e+00
4.139999999999999680e+00 -8.844336000000000197e+00 -8.591855465076802645e+00
4.160000000000000142e+00 -8.856896000000000768e+00 -6.796129990809129495e+00
4.179999999999999716e+00 -8.869583999999999691e+00 -1.129675322210010435e+01
4.200000000000000178e+00 -8.882400000000000517e+00 1.996801990279456263e+00
4.219999999999999751e+00 -8.895343999999999696e+00 -8.176380730701749755e+00
4.240000000000000213e+00 -8.908415999999999002e+00 -2.283597627055006996e+01
4.259999999999999787e+00 -8.921616000000000213e+00 -9.907413924462524335e+00
4.280000000000000249e+00 -8.934944000000001552e+00 -1.417370698332235790e+01
4.299999999999999822e+00 -8.948399999999999466e+00 -4.925229715738570491e+00
4.320000000000000284e+00 -8.961984000000001060e+00 -3.512668211585499023e-01
4.339999999999999858e+00 -8.975695999999999231e+00 -9.928791225473030835e+00
4.360000000000000320e+00 -8.989536000000001081e+00 -5.950040982227787545e+00
4.379999999999999893e+00 -9.003503999999999508e+00 -1.115587595132701004e+01
4.400000000000000355e+00 -9.017600000000001614e+00 -1.734147012308095270e+01
4.419999999999999929e+00 -9.031824000000000296e+00 -3.670565220966188313e+00
4.440000000000000391e+00 -9.046176000000000883e+00 -4.804021393483835389e+00
4.459999999999999964e+00 -9.060655999999999821e+00 -4.726652949610574694e+00
4.480000000000000426e+00 -9.075264000000000664e+00 -8.631012166816883990e+00
4.500000000000000000e+00 -9.089999999999999858e+00 -1.053300018370717162e+01
4.519999999999999574e+00 -9.104863999999999180e+00 -1.356878044557665675e+01
4.540000000000000036e+00 -9.119856000000000407e+00 -1.060232575530018373e+01
4.559999999999999609e+00 -9.134975999999999985e+00 -1.391747998931900376e+01
4.580000000000000071e+00 -9.150223999999999691e+00 -2.033700655604130958e+01
4.599999999999999645e+00 -9.165599999999997749e+00 -1.349088771242143281e+01
4.620000000000000107e+00 -9.181103999999999488e+00 -3.793334446023185258e+00
4.639999999999999680e+00 -9.196735999999999578e+00 8.121025731721283947e+00
4.660000000000000142e+00 -9.212496000000001573e+00 -8.005973569760168829e+00
4.679999999999999716e+00 -9.228384000000000142e+00 -9.970978130603040057e+00
4.700000000000000178e+00 -9.244400000000000617e+00 -8.974289182338642590e+00
4.719999999999999751e+00 -9.260543999999999443e+00 -1.558588191476274787e+01
4.740000000000000213e+00 -9.276816000000000173e+00 -8.542052414701256424e+00
4.759999999999999787e+00 -9.293216000000001031e+00 -1.589022664421273845e+01
4.780000000000000249e+00 -9.309744000000000241e+00 -7.888713530637833315e+00
4.799999999999999822e+00 -9.326399999999999579e+00 -1.150721266473160220e+01
4.820000000000000284e+00 -9.343184000000000822e+00 -6.529468351921987157e+00
4.839999999999999858e+00 -9.360096000000000416e+00 -1.303802454281827572e+01
4.860000000000000320e+00 -9.377136000000000138e+00 -1.083489273908034711e+01
4.879999999999999893e+00 -9.394303999999999988e+00 -9.986665856322680668e+00
4.900000000000000355e+00 -9.411599999999999966e+00 -5.068249484428992702e-01
4.919999999999999929e+00 -9.429024000000000072e+00 -1.299300564417591808e+01
4.940000000000000391e+00 -9.446576000000000306e+00 -3.815777771189526213e+00
4.959999999999999964e+00 -9.464256000000000668e+00 -3.625940250996443126e+00
4.980000000000000426e+00 -9.482064000000001158e+00 -7.120327468025811513e+00
5.000000000000000000e+00 -9.500000000000000000e+00 -3.070724897108549456e+00
5.019999999999999574e+00 -9.518063999999998970e+00 -9.862136403856842648e+00
5.040000000000000036e+00 -9.536256000000001620e+00 -1.325604930267775572e+01
5.059999999999999609e+00 -9.554576000000000846e+00 -5.200016575716452039e+00
5.080000000000000071e+00 -9.573024000000000200e+00 -5.609134590059026593e+00
5.099999999999999645e+00 -9.591599999999999682e+00 -1.146074619339083789e+01
5.120000000000000107e+00 -9.610304000000001068e+00 -8.324822395616875426e+00
5.139999999999999680e+00 -9.629135999999999029e+00 -2.015898953576441244e+01
5.160000000000000142e+00 -9.648096000000000672e+00 -8.301472737750060560e+00
5.179999999999999716e+00 -9.667183999999998889e+00 -1.028061301209413791e+01
5.200000000000000178e+00 -9.686400000000000787e+00 -7.649249746423780749e-01
5.219999999999999751e+00 -9.705743999999999261e+00 -8.613866969582335997e+00
5.240000000000000213e+00 -9.725216000000001415e+00 -6.911454749989268009e+00
5.259999999999999787e+00 -9.744816000000000145e+00 -1.064870586526964757e+00
5.280000000000000249e+00 -9.764544000000000779e+00 -1.528015638433391743e+01
5.299999999999999822e+00 -9.784400000000001540e+00 -1.104339062879567379e+01
5.320000000000000284e+00 -9.804384000000000654e+00 -7.157353092387184645e+00
5.339999999999999858e+00 -9.824495999999999896e+00 -8.687105843428108543e+00
5.360000000000000320e+00 -9.844736000000001042e+00 -6.906359159878743270e+00
5.379999999999999893e+00 -9.865104000000000539e+00 -1.257446370872782460e+01
5.400000000000000355e+00 -9.885600000000000165e+00 -3.741833639187960969e+00
5.419999999999999929e+00 -9.906224000000001695e+00 -1.027183558153742737e+01
5.440000000000000391e+00 -9.926976000000001576e+00 -3.133444600494641463e+00
5.459999999999999964e+00 -9.947855999999999810e+00 -2.137204178613000494e+00
5.480000000000000426e+00 -9.968864000000001724e+00 -9.325573337808759078e+00
5.500000000000000000e+00 -9.990000000000000213e+00 -1.276770775161306304e+01
5.519999999999999574e+00 -1.001126400000000061e+01 -6.282440914101215412e+00
5.540000000000000036e+00 -1.003265600000000113e+01 -4.415632412753591751e+00
5.559999999999999609e+00 -1.005417599999999823e+01 -1.995464669691582316e+01
5.580000000000000071e+00 -1.007582400000000078e+01 -7.515728341017893221e+00
5.599999999999999645e+00 -1.009759999999999991e+01 -1.399947732847259019e+01
5.620000000000000107e+00 -1.011950400000000094e+01 -1.535631541961515545e+01
5.639999999999999680e+00 -1.014153600000000210e+01 -1.599570009342725641e+01
5.660000000000000142e+00 -1.016369600000000162e+01 -1.147101776930290917e+01
5.679999999999999716e+00 -1.018598400000000126e+01 -3.130034587594192175e+00
5.700000000000000178e+00 -1.020840000000000103e+01 -1.041786902200590248e+01
5.719999999999999751e+00 -1.023094400000000093e+01 -1.111635063929920797e+01
5.740000000000000213e+00 -1.025361600000000095e+01 -8.089106354936372867e+00
5.759999999999999787e+00 -1.027641600000000111e+01 -5.271578355769490187e+00
5.780000000000000249e+00 -1.029934399999999961e+01 -1.257964070269352241e+01
5.799999999999999822e+00 -1.032240000000000180e+01 -5.375719787727376797e+00
5.820000000000000284e+00 -1.034558400000000233e+01 -1.103744370611582148e+01
5.839999999999999858e+00 -1.036889599999999945e+01 -8.516879367316651184e+00
5.860000000000000320e+00 -1.039233600000000024e+01 -1.756629302827740347e+01
5.879999999999999893e+00 -1.041590400000000116e+01 -9.754621500318684468e+00
5.900000000000000355e+00 -1.043960000000000221e+01 -8.479984054937435900e+00
5.919999999999999929e+00 -1.046342400000000161e+01 -1.600156382267311983e+01
5.940000000000000391e+00 -1.048737600000000114e+01 -6.401677030541931046e+00
5.959999999999999964e+00 -1.051145599999999902e+01 -1.587542553146348112e+01
5.980000000000000426e+00 -1.053566400000000058e+01 -6.386149060676924449e+00
6.000000000000000000e+00 -1.056000000000000050e+01 -5.534264019827245029e+00
6.019999999999999574e+00 -1.058446400000000054e+01 -8.049243964298568699e+00
6.040000000000000036e+00 -1.060905600000000071e+01 -9.144797819668317729e+00
6.059999999999999609e+00 -1.063377600000000101e+01 -1.194570243728448844e+01
6.080000000000000071e+00 -1.065862399999999965e+01 -1.179373408308830484e+01
6.099999999999999645e+00 -1.068359999999999843e+01 -3.883832284117430866e+00
6.120000000000000107e+00 -1.070870400000000089e+01 -1.361675969217745674e+01
6.139999999999999680e+00 -1.073393599999999992e+01 -8.910764882341446480e+00
6.160000000000000142e+00 -1.075929600000000086e+01 -1.039035136904191248e+01
6.179999999999999716e+00 -1.078478400000000015e+01 -6.442529277699286183e+00
6.200000000000000178e+00 -1.081039999999999957e+01 -1.696666104133088027e+01
6.219999999999999751e+00 -1.083614400000000089e+01 -1.291043292580329194e+01
6.240000000000000213e+00 -1.086201600000000056e+01 1.997148569019586262e+00
6.259999999999999787e+00 -1.088801600000000036e+01 -1.104387960878989716e+01
6.280000000000000249e+00 -1.091414400000000029e+01 -6.498716529640764072e+00
6.299999999999999822e+00 -1.094040000000000035e+01 -1.445077105342573631e+01
6.320000000000000284e+00 -1.096678400000000053e+01 -1.285447801375927135e+01
6.339999999999999858e+00 -1.099329600000000084e+01 -5.170765439000419406e+00
6.360000000000000320e+00 -1.101993600000000129e+01 -1.097308909945715172e+01
6.379999999999999893e+00 -1.104670400000000186e+01 -7.895454037845250461e+00
6.400000000000000355e+00 -1.107360000000000255e+01 -6.762381198643192093e+00
6.419999999999999929e+00 -1.110062399999999982e+01 -1.168139481542923974e+01
6.440000000000000391e+00 -1.112777600000000078e+01 -2.953532165358636163e+00
6.459999999999999964e+00 -1.115505600000000186e+01 -5.287049473044662662e+00
6.480000000000000426e+00 -1.118246400000000307e+01 -1.161212240742158919e+01
6.500000000000000000e+00 -1.121000000000000085e+01 -1.516315046532417199e+01
6.519999999999999574e+00 -1.123766400000000054e+01 -6.799577508299329942e+00
6.540000000000000036e+00 -1.126545599999999858e+01 -1.883708927822395651e+01
6.559999999999999609e+00 -1.129337599999999853e+01 -8.900770511134329155e+00
6.580000000000000071e+00 -1.132142400000000038e+01 -1.106266068305938610e+01
6.599999999999999645e+00 -1.134960000000000058e+01 -1.099967979454663691e+01
6.620000000000000107e+00 -1.137790399999999913e+01 -1.751731408932244705e+01
6.639999999999999680e+00 -1.140633599999999959e+01 -1.657944943725872378e+01
6.660000000000000142e+00 -1.143489600000000195e+01 -1.380229166728694068e+01
6.679999999999999716e+00 -1.146358400000000088e+01 -1.373607998306658651e+01
6.700000000000000178e+00 -1.149239999999999995e+01 -7.962099338645704627e+00
6.719999999999999751e+00 -1.152134399999999914e+01 -1.749548790710040436e+00
6.740000000000000213e+00 -1.155041600000000201e+01 -1.464098861747898894e+01
6.759999999999999787e+00 -1.157961599999999969e+01 -1.270537157064375755e+01
6.780000000000000249e+00 -1.160894400000000104e+01 -1.144280101935992633e+01
6.799999999999999822e+00 -1.163840000000000074e+01 -8.373228930709723628e+00
6.820000000000000284e+00 -1.166798400000000058e+01 -1.016687137910362893e+01
6.839999999999999858e+00 -1.169769600000000054e+01 -1.087990384072399763e+01
6.860000000000000320e+00 -1.172753600000000063e+01 -2.000734353548168798e+01
6.879999999999999893e+00 -1.175750400000000084e+01 -1.722621620444883916e+01
6.900000000000000355e+00 -1.178760000000000119e+01 -1.011133928725622688e+01
6.919999999999999929e+00 -1.181782400000000344e+01 -2.149401877545535200e+01
6.940000000000000391e+00 -1.184817600000000226e+01 -1.611113444491419955e+01
6.959999999999999964e+00 -1.187865599999999944e+01 -9.188876047077130238e+00
6.980000000000000426e+00 -1.190926400000000029e+01 -3.329446771257508431e+00
7.000000000000000000e+00 -1.194000000000000128e+01 -1.118579682908092998e+01
7.019999999999999574e+00 -1.197086399999999884e+01 -1.355147970047601014e+01
7.040000000000000036e+00 -1.200185600000000008e+01 -4.684246282760950564e+00
7.059999999999999609e+00 -1.203297599999999790e+01 -1.408814149261358395e+01
7.080000000000000071e+00 -1.206422400000000117e+01 -9.617686079990477310e+00
7.099999999999999645e+00 -1.209560000000000102e+01 -7.301210834168388786e+00
7.120000000000000107e+00 -1.212710400000000099e+01 -6.370895422317657264e+00
7.139999999999999680e+00 -1.215873600000000110e+01 -1.362801105310600214e+01
7.160000000000000142e+00 -1.219049599999999955e+01 -1.989614101679586966e+01
7.179999999999999716e+00 -1.222238399999999992e+01 -9.066288649089356610e+00
7.200000000000000178e+00 -1.225440000000000040e+01 -9.679820175855319064e+00
7.219999999999999751e+00 -1.228654399999999924e+01 -9.957663004049198463e+00
7.240000000000000213e+00 -1.231881600000000176e+01 -1.767831943621627389e+01
7.259999999999999787e+00 -1.235121600000000086e+01 -7.672839801223220846e+00
7.280000000000000249e+00 -1.238374400000000009e+01 -1.489029181404836599e+01
7.299999999999999822e+00 -1.241640000000000299e+01 -1.690425693935770113e+01
7.320000000000000284e+00 -1.244918400000000247e+01 -1.178278633209065518e+01
