718.06 - 246.35
140.75 / 236.57
523.29 / 222.64
122.19 + 751.03
842.46 + 48.61
565.3 / 123.31
205.28 - 108.14
32.77 / 89.04
777.25 + 169.49
118.55 + 483.68
778.97 - 688.19
439.86 + 536.25
712.49 - 763.08
691.03 + 195.37
635.31 / 587.04
984.97 / 883.45
143.02 + 330.26
908.14 / 693.66
460.03 - 415.18
727.4 + 491.53
127.26 - 981.66
540.82 / 933.88
536.27 + 612.26
562.07 / 473.89
779.33 + 368.4
233.89 / 53.78
591.75 / 375.54
780.55 / 187.34
255.29 / 452.11
771.1 + 420.31
300.54 - 211.66
178.99 + 297.96
858.81 - 716.03
919.42 - 667.7
171.03 + 952.59
109.53 - 733.75
441.55 + 989.5
637.67 + 982.56
671.16 / 897.52
499.33 - 229.22
189.79 - 204.62
792.87 + 772.01
437.22 / 887.17
346.15 - 716.13
494.77 / 957.46
622.78 + 748.62
591.54 / 20.49
10.26 - 780.8
701.56 / 211.26
463.71 + 562.67
894.34 / 709.15
365.87 + 118.82
276.58 / 545.44
594.0 - 411.01
348.45 / 550.1
708.16 / 445.99
714.32 - 291.24
247.37 / 23.43
10.63 / 524.75
807.52 / 71.8
620.82 / 44.54
714.8 + 990.56
528.47 / 842.67
923.31 / 928.7
608.67 / 128.72
872.13 / 479.38
418.01 + 471.9
184.15 - 372.12
721.3 - 267.78
804.66 - 961.86
469.71 / 193.8
66.8 - 287.53
36.8 / 376.02
124.58 - 928.51
519.89 + 28.78
195.81 + 504.64
708.75 - 752.86
533.27 / 284.06
388.67 - 582.21
195.36 - 835.79
81.44 / 862.3
614.19 + 890.83
731.63 - 267.16
519.2 + 631.01
788.2 + 683.28
579.64 - 982.74
317.48 / 661.8
405.37 - 44.5
579.97 - 560.28
991.22 / 356.24
212.44 - 216.11
390.12 - 741.09
362.11 / 578.06
459.13 + 660.46
842.88 - 890.68
368.18 / 759.28
474.91 - 398.84
405.61 + 144.57
813.17 - 349.69
688.33 - 455.27
246.06 - 336.63
602.5 / 515.92
119.84 / 649.04
198.21 + 561.1
923.2 - 163.93
613.92 + 942.81
672.7 + 110.1
674.18 / 810.78
777.24 + 945.58
808.89 + 716.77
475.53 + 487.86
32.28 + 32.33
821.71 - 643.84
866.2 + 142.95
102.78 - 778.86
817.13 - 747.37
448.55 - 109.56
611.47 + 134.62
905.05 - 371.06
518.47 - 223.32
947.28 - 980.11
158.13 / 810.84
403.17 / 84.58
264.25 + 296.13
551.93 + 251.02
420.0 + 376.01
745.52 - 110.22
166.58 - 555.19
427.45 + 859.99
246.93 + 679.14
831.51 + 218.19
143.57 + 931.35
213.05 / 700.59
718.36 + 481.14
939.19 / 180.23
471.55 - 908.8
734.01 - 590.66
12.53 / 367.89
506.08 + 19.0
563.37 + 927.97
593.52 + 91.73
325.73 - 426.19
266.88 / 407.61
701.81 + 964.72
759.14 - 623.99
623.74 + 42.01
573.72 + 224.47
399.66 + 578.31
999.29 - 518.28
583.34 - 969.83
510.31 + 85.19
394.42 / 465.24
908.98 - 410.99
893.02 - 345.27
623.31 + 274.15
836.29 - 6.89
266.74 - 362.64
790.81 + 269.11
6.68 + 365.43
402.63 - 173.45
676.37 / 598.57
710.31 + 362.54
688.02 + 760.6
128.97 + 935.89
307.27 - 0.46
620.9 - 308.04
189.89 / 126.11
969.66 / 898.2
279.03 + 439.47
4.6 - 187.18
690.14 / 716.35
28.78 / 790.25
991.61 - 742.74
256.95 + 41.72
884.68 / 168.24
226.32 / 941.92
794.88 + 719.57
34.88 - 347.7
614.61 / 222.63
416.94 - 929.06
752.55 - 493.84
444.58 + 904.84
754.93 - 174.64
990.87 + 794.52
797.37 + 456.34
741.32 / 766.64
190.09 + 633.99
571.94 + 451.94
454.62 + 836.47
247.16 / 379.99
844.02 + 983.45
726.36 - 161.97
391.74 / 32.58
553.92 - 237.31
347.65 + 451.87
780.07 / 877.04
269.82 - 395.61
714.47 / 27.58
831.98 - 878.43
205.13 / 922.47
650.93 - 681.78
390.98 / 720.18
92.48 - 299.68
40.57 - 133.73
594.36 - 879.32
802.15 - 46.72
789.51 + 652.05
970.72 + 646.77
995.1 / 379.69
524.76 + 771.3
883.5 / 34.23
262.17 - 597.24
684.51 + 586.72
760.72 + 599.38
561.96 - 454.42
743.8 + 931.27
506.96 / 162.92
180.83 + 374.74
295.36 - 285.19
567.43 - 501.88
259.12 / 567.64
396.67 / 564.42
789.99 + 881.44
896.37 + 884.82
28.54 / 431.52
301.72 - 441.83
906.16 + 691.93
186.27 / 625.05
701.38 - 713.93
103.74 / 764.13
595.05 + 99.67
375.94 + 82.0
553.11 + 988.77
449.32 / 735.91
886.76 / 691.01
670.3 + 582.22
850.65 / 228.26
92.91 / 684.74
368.45 + 788.21
843.33 - 718.4
286.18 + 732.17
334.44 + 472.98
373.57 - 312.75
464.42 + 29.33
112.2 / 569.33
596.82 + 562.79
818.98 / 15.54
232.59 - 539.95
636.34 - 172.34
0.52 / 697.93
141.79 / 200.65
739.76 - 691.17
903.74 + 569.33
349.06 / 603.58
586.51 + 736.76
745.75 / 518.19
442.45 - 422.97
846.83 + 739.27
670.83 / 770.95
35.09 - 940.52
259.46 - 365.81
529.95 + 537.91
739.87 / 575.65
94.25 - 519.17
174.19 + 900.37
267.08 / 922.77
983.98 / 811.4
331.54 / 554.19
177.21 - 683.52
164.07 + 904.99
421.33 / 104.85
558.57 / 617.21
487.39 - 321.43
755.05 - 798.02
414.89 / 100.63
65.49 + 608.38
556.6 - 922.37
282.25 + 980.91
598.1 / 804.33
598.17 + 329.6
332.84 + 354.23
165.69 / 922.2
284.9 + 808.74
697.89 + 589.16
714.07 / 494.64
549.75 / 207.78
955.17 / 38.11
936.27 / 848.84
573.79 - 280.09
549.74 + 543.75
332.34 + 823.58
903.97 + 816.98
519.52 + 263.64
133.45 - 552.45
427.51 + 67.28
242.39 / 438.96
657.0 + 870.9
611.79 + 583.7
432.54 + 67.35
741.37 - 331.18
25.64 + 813.29
272.89 / 306.8
523.07 + 180.72
789.8 + 774.19
713.48 + 381.61
59.87 / 847.8
30.11 / 670.17
872.64 - 902.52
581.87 - 241.2
538.99 - 926.72
309.59 + 57.11
633.25 + 852.84
343.05 + 761.68
145.08 / 570.5
748.39 / 675.19
857.55 / 421.96
818.39 + 660.82
325.7 + 251.96
679.05 / 39.69
99.84 + 785.89
296.36 + 468.61
873.82 + 872.1
935.34 + 411.2
610.86 + 699.17
65.7 - 267.83
117.55 + 870.79
480.47 + 61.63
151.24 - 211.27
823.09 / 842.24
847.19 - 723.36
461.86 / 950.64
2.43 + 228.98
290.76 - 556.68
953.31 / 272.7
611.72 / 644.99
861.95 / 963.72
455.13 - 287.27
324.89 - 687.05
570.49 / 351.97
747.23 / 281.46
95.3 + 802.7
507.92 / 182.81
117.04 + 900.73
901.64 - 210.38
108.4 - 375.92
450.81 / 327.75
194.16 / 180.43
102.57 - 76.27
407.76 + 150.18
382.44 / 133.75
591.38 / 174.83
151.72 - 491.57
301.86 / 278.35
17.22 + 687.85
541.69 - 486.54
881.88 + 560.34
851.41 - 547.55
373.85 - 767.44
532.22 + 398.07
818.15 / 482.55
777.69 - 590.36
35.37 + 214.63
535.71 - 146.0
90.57 / 671.92
367.21 + 327.35
680.86 / 143.71
250.27 / 385.89
150.79 - 123.7
745.76 - 473.61
15.53 - 638.48
677.05 - 189.02
418.97 / 0.76
218.18 - 415.5
542.4 - 620.03
977.67 + 938.34
482.37 - 510.77
563.85 - 91.9
35.73 - 608.6
539.68 / 283.1
322.67 / 976.98
464.56 / 213.06
637.92 / 710.47
317.61 / 271.17
955.23 / 6.9
893.6 / 790.22
21.93 + 343.16
56.47 - 994.85
160.74 - 961.72
528.07 - 587.74
796.96 / 157.87
396.45 - 837.51
881.95 - 995.68
303.37 - 711.58
465.73 - 382.63
659.36 - 453.56
204.26 - 226.48
650.0 / 215.53
244.69 / 240.67
31.91 + 609.88
633.52 + 351.99
59.48 / 204.46
272.79 - 856.83
604.31 + 357.87
826.98 + 742.49
565.94 - 448.86
815.9 - 74.08
170.55 + 842.04
790.51 + 498.22
920.37 + 662.37
152.52 / 660.02
238.59 / 754.09
640.03 / 382.21
455.56 + 363.56
88.44 + 109.3
78.48 / 226.7
896.71 + 642.06
629.66 / 274.45
699.08 / 828.26
239.82 + 133.3
14.15 + 408.23
289.63 + 22.7
569.83 / 883.81
217.99 / 386.33
999.33 / 231.7
375.36 - 836.41
701.84 / 67.31
758.49 + 927.75
835.37 - 839.71
597.49 + 31.09
247.15 / 716.32
872.06 - 282.65
178.75 - 480.69
347.63 + 859.09
56.78 - 136.9
654.36 - 691.37
353.28 - 640.53
191.43 / 650.01
835.53 - 878.37
301.45 - 942.08
22.9 + 474.7
126.06 + 664.58
954.71 - 403.99
393.1 - 832.71
319.96 / 485.78
586.98 - 8.18
686.71 - 993.52
706.74 + 750.88
266.34 / 877.23
786.69 - 131.61
938.7 + 271.42
35.17 - 704.82
224.4 + 315.77
482.55 / 688.0
698.08 / 775.78
57.4 + 291.89
640.3 + 348.14
860.46 / 922.87
25.88 / 59.67
720.24 - 860.31
838.89 - 159.44
734.08 - 8.67
728.33 / 796.36
433.3 / 337.78
821.55 - 648.95
644.71 + 935.0
234.7 / 967.34
476.99 - 529.5
320.21 - 699.58
732.84 + 28.62
605.33 + 479.77
477.01 / 987.32
870.13 / 225.33
595.08 + 750.62
722.94 + 548.9
808.48 / 291.18
475.36 / 677.15
66.7 - 524.84
881.96 - 754.03
421.41 - 828.91
127.73 - 700.62
834.57 - 38.3
984.31 / 468.42
673.78 + 92.84
951.16 / 644.13
849.52 + 752.05
262.23 - 378.47
455.8 / 497.13
203.36 + 41.44
337.67 - 52.16
399.37 / 240.16
516.97 + 361.22
85.83 - 574.19
799.85 / 664.6
688.83 - 377.48
795.21 / 21.16
952.9 + 536.12
253.72 - 633.44
798.22 - 486.31
882.28 - 943.54
271.21 - 549.62
313.35 + 636.78
958.84 - 900.98
685.97 + 246.34
797.37 / 610.16
962.22 + 966.74
783.71 + 509.42
82.47 - 753.04
271.16 - 213.04
240.66 / 814.0
578.89 + 425.12
460.15 / 267.38
144.06 + 899.12
779.14 + 602.85
525.18 + 924.01
727.27 + 393.09
12.32 - 919.94
159.11 / 705.69
918.63 / 702.71
871.24 - 540.31
352.27 - 491.13
581.47 / 758.98
369.37 - 174.4
392.34 + 281.46
509.97 - 247.85
772.65 - 229.27
916.44 - 617.97
566.07 / 942.13
273.31 - 663.23
305.81 / 391.39
947.37 + 453.29
792.55 - 102.11
600.43 - 133.94
967.77 + 133.07
804.41 - 690.21
143.41 / 82.13
649.4 - 416.54
456.24 - 151.68
136.71 + 82.35
696.18 / 18.69
306.44 - 723.86
138.08 - 923.54
999.39 + 819.7
211.33 - 540.12
66.38 / 823.8
210.22 / 375.21
41.94 / 162.43
692.56 / 770.82
193.61 + 985.63
657.55 - 593.49
758.93 / 753.73
426.93 - 220.96
84.98 / 107.35
824.62 - 766.27
670.79 / 539.62
978.83 / 62.66
685.15 / 232.84
263.37 - 734.04
164.84 + 35.4
184.16 - 559.39
955.09 + 755.28
867.85 / 800.12
498.86 / 696.38
498.28 / 24.26
252.77 / 36.59
349.3 - 864.39
284.3 - 606.6
922.53 / 229.9
981.66 / 185.6
490.43 / 451.31
709.26 + 853.12
335.46 + 963.01
956.98 / 932.66
928.63 + 853.44
643.31 - 624.48
597.82 - 599.38
277.13 - 64.01
812.8 - 289.1
808.0 - 332.55
343.91 / 830.53
242.1 / 520.85
15.21 + 937.93
161.91 - 826.59
532.55 + 387.4
338.08 / 12.97
991.13 + 707.04
99.38 - 93.95
862.78 - 280.84
311.3 / 915.36
728.89 + 514.42
119.03 - 540.99
452.56 + 288.42
227.74 - 802.35
276.64 + 383.28
155.36 - 995.55
641.98 / 994.58
265.66 + 62.81
346.86 + 29.16
402.0 + 159.91
365.28 / 446.87
58.27 / 23.38
183.02 / 904.35
329.06 - 212.63
838.38 / 637.02
525.09 + 583.82
820.23 - 348.32
636.41 + 68.36
612.55 / 83.35
181.93 / 348.77
813.32 + 733.79
98.38 / 420.37
345.36 + 792.79
385.87 - 709.36
878.92 / 809.47
798.17 - 35.52
385.35 + 116.56
364.41 / 542.95
615.17 + 801.11
56.78 / 69.95
348.25 - 625.67
756.03 - 280.06
17.82 + 112.49
563.0 + 183.99
430.34 + 637.0
525.76 + 787.14
667.95 + 216.58
637.1 - 700.37
160.49 + 608.25
251.55 + 395.75
63.93 / 755.07
573.72 / 782.2
65.82 / 387.7
896.12 / 745.78
667.22 - 750.03
894.98 - 190.93
512.02 - 256.18
66.76 - 398.51
572.61 + 659.25
973.77 + 83.17
529.32 + 324.32
98.94 / 272.61
21.45 + 696.77
488.21 + 331.68
680.24 / 10.95
903.82 / 720.29
330.41 / 931.82
222.84 - 126.18
164.61 + 18.75
47.55 - 136.43
601.27 / 621.08
838.99 - 267.95
600.54 - 891.52
5.73 + 104.44
722.99 / 153.87
105.91 / 498.86
295.71 - 863.49
980.35 - 267.6
461.11 / 806.28
825.97 / 238.45
388.13 / 659.6
198.57 - 854.29
135.96 / 251.81
1.93 + 277.47
482.52 - 436.78
827.09 - 726.1
119.94 / 252.23
685.84 / 4.66
530.19 / 33.01
987.94 - 750.56
685.99 / 359.39
133.95 - 684.42
772.54 + 672.81
840.13 + 314.58
689.66 / 52.02
770.45 / 417.3
0.21 + 328.9
180.35 - 380.79
468.31 + 298.76
947.17 - 996.03
2.74 - 307.01
436.31 + 943.96
234.18 - 137.67
870.04 + 237.06
428.12 - 515.82
477.14 - 423.06
956.07 + 120.51
89.61 + 850.36
31.38 + 632.12
477.74 + 72.95
458.09 + 252.79
129.45 - 61.35
713.03 / 648.94
201.93 / 644.6
991.16 + 144.46
893.86 / 924.51
483.96 - 964.84
792.77 - 877.98
975.35 - 327.12
283.94 + 779.2
287.99 - 979.13
781.44 - 781.66
594.69 - 224.23
488.82 - 979.68
732.08 - 883.43
999.14 / 889.47
437.43 - 764.1
510.35 / 799.85
693.82 / 660.48
125.7 - 3.93
235.35 + 663.2
27.37 + 431.25
641.72 / 19.25
906.53 + 861.12
441.79 + 858.88
609.06 + 13.75
643.88 + 655.23
972.82 + 490.49
985.3 + 487.55
873.27 - 554.7
907.4 + 381.26
517.1 + 958.54
941.09 - 147.83
818.04 - 381.07
121.89 - 665.22
991.0 / 283.16
775.46 - 481.21
166.03 + 591.21
951.62 / 989.65
910.48 - 206.31
304.86 - 447.58
258.71 - 288.63
949.94 - 670.4
866.36 - 135.92
326.08 - 78.46
216.5 - 535.27
147.02 - 350.35
462.04 - 706.83
757.62 / 572.21
20.72 + 179.34
2.66 - 843.26
155.01 / 888.89
69.68 - 394.08
523.04 / 157.04
656.65 + 209.71
666.59 - 869.85
946.42 + 803.47
30.81 + 421.77
213.65 / 507.07
159.85 - 648.17
41.01 / 950.81
220.13 - 445.77
235.48 - 59.55
542.57 - 405.34
894.0 - 348.35
43.23 + 864.37
929.99 / 66.08
891.29 / 479.75
127.32 / 849.27
280.45 / 581.17
847.69 - 347.74
996.44 / 483.01
215.77 / 163.8
567.75 + 619.04
905.64 / 660.46
671.75 - 508.55
783.71 / 361.58
97.17 + 760.08
371.82 + 232.25
591.13 / 152.27
947.9 / 181.8
152.66 / 153.0
616.12 - 862.17
969.67 / 324.87
627.45 / 385.2
573.9 - 914.3
742.15 + 862.32
944.28 / 455.85
55.83 + 447.15
77.96 + 186.36
389.23 / 430.02
80.54 + 52.69
958.73 - 140.98
192.88 + 495.11
764.24 - 89.62
104.02 - 310.72
513.18 + 534.52
36.0 + 646.66
720.35 / 477.31
550.34 - 870.09
299.68 / 249.84
743.41 / 460.15
714.37 - 725.33
837.17 + 945.01
500.75 + 854.31
513.32 - 778.31
797.0 + 231.48
985.84 - 430.4
278.21 + 411.34
373.08 + 194.63
242.08 - 600.94
108.69 - 489.5
673.61 + 784.06
526.36 - 251.31
703.15 - 568.71
210.43 / 888.79
900.81 / 522.81
601.1 + 1.56
274.77 + 366.29
610.2 - 609.28
837.22 + 351.25
349.84 + 951.61
343.39 / 493.51
9.21 + 561.93
656.21 / 59.5
147.99 / 602.11
925.34 / 149.25
459.4 - 416.17
980.91 / 79.55
47.54 / 417.14
221.26 - 787.51
631.27 / 20.64
159.25 / 307.6
15.47 / 683.79
338.31 / 373.83
904.9 - 406.54
944.75 / 477.58
458.89 / 764.78
284.38 - 236.23
768.74 / 289.18
257.22 + 596.15
259.13 + 805.03
964.32 - 909.67
740.58 - 595.47
40.78 - 386.93
656.08 / 906.92
908.13 - 716.19
820.0 + 901.04
172.96 / 515.82
92.76 + 635.99
390.56 / 878.91
190.05 - 859.41
952.12 + 373.97
479.85 - 103.79
63.29 - 850.97
17.09 + 714.85
445.54 - 7.05
7.77 / 762.65
669.15 / 380.41
6.35 / 981.41
996.93 + 648.88
673.32 + 901.1
634.43 - 477.81
278.71 - 450.91
775.79 / 27.88
642.25 / 607.34
747.67 / 508.71
270.99 + 988.46
799.69 - 78.43
30.92 / 301.47
577.43 - 953.04
383.21 - 776.7
604.7 - 437.84
805.72 + 960.36
864.82 + 770.75
184.73 - 797.82
73.03 / 725.23
113.27 + 760.42
220.44 / 369.91
819.17 + 255.64
685.37 / 16.73
273.34 / 814.06
803.3 + 707.37
179.11 + 25.03
957.47 - 446.23
604.34 + 948.66
470.08 / 57.79
30.36 + 654.99
690.17 + 434.29
817.14 / 606.33
41.27 / 805.12
501.31 - 176.45
667.36 - 886.66
54.83 - 429.8
76.17 / 923.85
530.87 - 310.12
627.85 / 93.15
200.44 + 620.41
98.16 + 273.62
23.21 - 745.91
380.74 / 377.36
943.39 / 895.05
889.46 / 639.53
980.5 + 281.73
259.23 - 260.3
507.85 - 739.24
197.66 - 171.16
63.73 - 396.44
50.23 / 218.28
31.48 - 172.25
921.58 + 743.16
79.25 - 395.32
856.2 / 923.35
256.01 / 523.89
443.66 + 300.4
341.92 + 699.27
892.76 / 385.11
959.41 / 597.0
453.41 / 512.75
597.32 + 350.95
413.87 / 582.46
477.07 - 731.31
666.86 - 10.01
874.01 - 99.0
862.52 / 45.77
650.75 + 118.72
548.82 - 85.61
760.93 - 76.04
286.82 + 179.68
563.24 - 335.94
721.02 - 442.25
364.4 + 473.77
733.97 / 782.74
546.7 + 408.81
93.64 + 388.39
173.82 / 42.69
805.91 / 183.26
788.06 + 731.86
430.34 / 636.29
544.45 / 230.87
490.9 - 969.78
187.12 / 675.82
251.3 / 794.74
44.68 - 287.94
1.54 / 627.53
272.84 - 595.13
199.7 + 88.93
532.18 / 267.56
336.87 - 143.46
703.97 / 189.71
739.51 + 727.73
726.1 - 547.53
267.05 + 702.39
636.25 / 83.49
346.7 / 929.12
273.19 + 51.03
48.41 / 209.91
905.33 / 782.11
792.29 + 993.78
924.27 - 124.7
664.83 - 521.13
937.02 + 606.59
802.4 / 722.77
478.44 - 155.84
133.63 / 961.04
63.59 + 185.24
820.38 - 717.94
774.69 / 158.38
908.94 + 768.31
400.51 / 749.14
855.64 + 308.79
265.26 + 140.93
757.96 + 598.12
413.9 / 299.64
718.82 + 534.35
604.59 + 348.23
915.99 + 152.95
535.64 / 783.47
386.08 + 918.67
410.18 + 449.17
740.95 / 3.06
168.65 - 634.55
681.85 - 922.6
991.24 + 706.33
660.74 / 253.77
583.33 + 816.4
290.84 - 46.54
293.41 - 824.39
430.91 - 990.63
860.91 + 345.72
178.21 + 956.18
856.51 - 407.26
209.11 - 97.74
543.33 - 33.28
973.44 + 32.8
939.22 + 682.13
305.52 - 525.37
918.08 - 880.04
575.24 / 370.39
831.92 - 187.16
444.04 - 817.78
910.28 - 757.68
913.28 / 200.09
616.99 + 728.57
688.31 + 961.95
489.51 / 594.82
387.32 / 753.31
343.8 / 748.53
414.25 + 427.71
853.22 / 966.07
461.69 / 58.48
690.54 - 484.04
918.81 + 585.31
627.47 / 83.36
802.41 - 230.82
